feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,target
-0.5496240348382074,-1.1528773549541593,0.8177319028140448,-0.20348927153596097,-0.4359518240056929,1.9128774436740132,0.07313184997268524,-0.1358947771482668,0.36071801925388863,-1.0350959303713716,0
-0.551518232593794,-1.5496432605647332,0.032503802864799015,1.4909159237869858,-0.97861977415058,0.9656859579387188,-0.29007819588805583,-0.9833830018549767,-0.11193787536709685,1.1428454974272038,0
-0.09677926224608745,-1.0213538601893979,-0.12298611195519787,-0.5217803523964561,-1.2440700950605539,0.3407305932647106,2.285730329129307,1.5870729452469927,-1.2422436124050913,1.6839130243796594,0
0.035544535475424535,0.7882244042547878,0.25126558725271536,1.745286917688766,-0.9617190755388951,1.7539336264331842,1.6709506592764458,-0.4236615208089136,-0.008638311268642543,1.544325935038321,1
-1.507082503614678,0.34877697382716905,0.5945303377350646,-0.21911496398084965,0.7477676866009556,0.8951529642780186,0.8360723853743507,0.2306464090100809,0.006114733719134983,-0.5516599076199905,1
-0.010348955067777516,-3.4531056034332774,-0.01355738904688872,-1.3799729741634843,-0.39480618775324805,0.5494568425513994,-0.002045426550736309,0.7471755284474842,0.6812934987469299,0.6662273141985853,1
0.9848324830792848,-0.9230388762278365,-0.57412589628925,0.6046324944862091,-0.2440673610786984,-0.6830917806647536,0.2618264799203237,-0.13338457059865877,-0.3484866338511501,-0.1880328753171453,1
-0.4342059528388375,1.788464242051245,-1.7628114712017122,0.4486143539624714,-0.16557381201562682,-0.7846821849547351,0.6553001684942541,-0.34730123689356485,1.540625395431426,-0.6762772363557625,1
-0.19282010254992774,-1.34885401581674,0.2091417135565079,-0.36655135705893427,-0.4055445641484345,0.48713605010533206,-0.055856304425146316,0.03625870247581478,2.4264070684104655,1.8085223296093211,1
-2.3239190923729063,1.410334844963325,-2.7164639253732537,-2.0377878057671244,0.28484148353676125,-0.5086373293078317,-0.5552780552299368,2.2462815627139388,1.2331654352909802,-1.4035159489459885,0
